,review
791,"You Suck!
Dear King Shadeed you suck and are a Nazi.

Drop Dead"
792,"""Fuck it, no. You'll be missed by many. You're a maverick of"
793,YOU LITTLE FUCK!!! HEY GUESS WHAT? THIS ISN'T EVEN WIK
794,So go and fuck yourself James b Watson and winner 42 as overall pathetic hiding behind a false name you
795,"Fuck You
Fuck you putang ina mo Bullshit na bakla ka..,h"
796,Fuck you Jasper you know he's a cunt and if you don't then you're one.
797,"You suck! 

I hate your guts you piece of shit!!!! -your friendly neighbourhood abuser"
798,"You are the one comitting the vandalism, you dumb polock asshole..."
799,"Who the fuck do you think you are?
I ask because you are not an admin. Do"
800,"Die
I just wanted to tell you that i hate you, and i fucked your mother. she"
801,I'm scared. It resets daily. Fuck you and your Zionist buddies. I will continue to
802,hope you ROT IN HELL YOU MOTHER FUCKING IDIOT! PERISH IN THE
803,"You Are A Piece Of Shit 

How dare you deface the truth! You disgusting piece"
804,Your head is filled with bat poop! It's covered with maggots and shit! You are
805,Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell
806,"YOU SUCK 

YOU SUCK, CANADIAN BACON, YOU SCUM"
807,""" Go fuck yourselves and hope you never try to """"edit"""" me in real life."""
808,And who ever wrote this shyt bout this nigga is a fuck nigga to i dont give
809,Do what you want mofo. I will leave this fucking site anyway. How you bully users
810,"hey dickhole i'm gonna fuck you up assface so fuck off shitfucker
-me"
811,"=Fuck Youe LifeBaka
fuck you asshole say what i want freedom of speech you dumb"
812,"so, Sarahs palin f*cking kids calling f*ggots to whose call that whore"
813,"Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks"
814,"scum who look up to Che deserve the worst kind of death.==

you fagg"
815,"Wikipedia's downfall is that it is free.
SO FUCK YOU FOR SUPRESSING THAT YOU FAC"
816,"recent warning 

you be hating on me cause im black nigga. fuck you"
817,i think this som bitch is fuckin nuts...i mean who the fuck cares....does this info help
818,"wanna suck j.dealony's dick or schnitzelmanGreek's dick,you dick"
819,"Trouted 

You have been trouted for: Fuck you, motherfucking son of"
820,"Your An IDIOT!!! 

YOUR AN IDIOT HAHAHHAHAHAHAHA"
821,"==

Fuck you. Fuck everyone on this site. You are all fucking gay tossers"
822,'''JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER C
823,"Bunch of Fucking retards  

You Guys are all a bunch of stupid pathetic"
824,nigga ass ho shit this is a whole school so multiple people are shitting on your site
825,"wikipedia tells u fucking false stuff,im gonna leave wikipedia now and you suck bitch and there is"
826,"I bet you suck a LOT of cock 

And you obviously like to work for free,"
827,"""

haha you are a dumb shit. what's so wrong about """"nazi"""""
828,HEY TELLY FUCK YOU TOO.  Can't you morons understand?  Wikipedia
829,"FC*K U

Why the fc*k should I get a warning for doing nothing"
830,What the fuck is wrong with you? You say I am a fucking vandal and I havn
831,"BULLSHIT Bullshit 
BULLSHIT Bullshit
BULLSHIT Bull"
832,"You are a fucking idiot. Come to my place and I'll kick the crap out of you,"
833,"F*ck You 
Shut the fuck up you whiney ass little bitch! I'll do"
834,"You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,"
835,"Prepare 

you are the biggest cock sucking mother fucker on the history of the earth"
836,Yes there are problems with your English you pathetic Mexican asshole - I'm gonna continue making your life hell
837,FUCK QUEBECFAGGOTS. FUCKING SEPERATE SO WE CAN FUCK
838,"Hey, CambridgeBayWeather, quit being suck a fucking homo and get a fucking life instead of"
839,"Fuck you 

PENIS

PENIS

PENIS

"
840,"Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do"
841,"Fuck You Asshole 

Fuck You, you cum-guzzling, cock-eating"
842,"JLaTondre is a gay boy who likes to suck dick 

JLaT"
843,Fuck of u mother fucker..Rajputs were the kings and they just gave repect
844,"Hey Fuckhead
Quit acting like the all mighty editor. It is not up to you to"
845,"""

 HA! 

you are gay!, what the f**k, hahahah"
846,I don't give a shit this ain't my fuckin account wit yo dumbass what kind of fuckin
847,"I just realized that Wiki is for fucking internet nerds.  Write whatever you want, its not like"
848,YOU ARE A FUCKING LOSER. GET OFF OF WIKIPEDIA AND STOP BE
849,"FUCK YOU
those were not personal attacks they were strict facts do you live with these people i"
850,"i forgot to sign 
Reed210 

PS Does your dick touch your ass..."
851,Stop being such an a**hole and actually read what I have to say you f***ing re
852,"you suck 
You suck Jpgordon, even if you admins/checkusers find our IP"
853,Fuck off Mexican bastard! I will work endelessly to have your Wikipedia account banned indefinitely- you
854,"F*ck you I won't do what you tell me 
F*ck you I won"
855,YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTH
856,Go fuck yourself WIDEFUX You aren't an editor. Your just some cheap Wiki hack.
857,"==U R GAY== 

FUCKFUCKFUCKFUCKFUCKF"
858,"How dare you send me such abuse you fucking cockmaster!
If you dare warn me again,"
859,""", 31 October 2011 (UTC)
Are you fucking stupid? Do you have brain damage? I"
860,"DELETE IT AND MY IP ADDRESS, YOU STUPID FUCKING FAGG"
861,Oh you aRE ALL I GIVE YOU PERMISSION YOU DICK.......................... THEY TELL
862,please remove this  massacres  bullshit.those idiots working with foreign goverments try to write shit
863,"you will burn in hell 

you are a nazi piece of shit and your actions are"
864,HEY FUCKFACE STOP REVERTING MY PAGE U GAY LOSER! CANT U
865,"Fuck You! 
Go fuck yourself fuckin' bitch! Narrow-minded asshole!"
866,FUck you you god damn mother fuckin son of a bitch stop being a stupid ass shithead and
867,Who said we were guessing PeeWeey..get a life ya fuckin weedy faggot
868,Go fuck yourself this ain't any of your business and i fucking know what tor is. Asshole
869,"Prick 

You're a fucking prick. So fuck off... you giant prick. 86"
870,"We dont cares about you,  is a fucking shit, bitch............. 195.30.108."
871,Not that I care because she is still smoking hot and I want to tit fuck her and cum on
872,"_____________________________________________________________-

Fuck you you fucking piece of shit.  Ass fucking hole. "
873,Fuck you are an asshole! Why be such a prick an stuff the wrong date in there just to
874,"""

DC101 IS HIS FUCKING EMPLOYER!!! IF THAT ISN'T"
875,"Wehwalt, what the fuck is this? Your own personal little fiefdom? What you"
876,"WHAT THE FUCK? 

FUCK YOU, YOU CAN'T VANDALIZE THE"
877,"""

He touched your anus with his penis, faggot. Fuck Dog. Come try"
878,"Unblock because over 5 dozen people can prove that david is a fucking faggot.

"
879,"You are a fucking Nazi... 

Everything I wrote on my page was well written and factual"
880,"god, what part of fuck off dont you little pimply mouth breathers don't understand? C"
881,"comment from Sasayama 

go fuck ya mum!

fuck ya too

"
882,"hi 

you're a huge fucking idiot. Just wanted you to know. 70.95"
883,"why? 

fuck you you fucking whore.
you stupid piece of shit.
you"
884,This article takes Ninjutsu too seriously. Its fucking fake. Get over it. Some guy claimed
885,"fuck you, pussy 

why dont you get out more? i bet your contributions to wik"
886,Oh you scared me!!! I am so much terrified by your threats bastard.
887,"Dude seriously, you are a fucking Faggot, get a fucking life you Fucking prick"
888,What ever idiot who keeps editing football articles with shit on this IP address needs to grow the fuck up
889,Save your sarcastic little remarks DICK.  Ok Dick?  Understand Dick. (By the way
890,"don't fuck with me coz i fuck back 

there can be only 2 reasons why"
891,"dick shit cock fuck 

you are a fag

you are a big bag"
892,"WHAT THE FUCK IS WRONG WITH YOU ECTO??!!!! Who gives a shit, ducky"
893,Please go and kill yourself. You clearly have nothing better to do on wikipedia than try and fuck
894,Hello you gajin cocksmooching piece of shit~ how is your me so horny
895,"Listen up you fucking fanboys 

This article is a comic book and as such does not"
896,is a gay scientology ass kissing baby fucker|  i do it for the lulz des
897,fuck off you bastard who do you think you are judas this guy kieron richardson
898,Suck it dick face from IP Address: 71.195.241.34 Name: Tyler Age
899,How the fuck...damn you maust get a shitload of ass.  Please tell me
900,"You Suck
 Headline text 
Stop editing my edits. You are a piece of crap"
901,"""

 You know what? Fuck you! I tried to be civil to you earlier, but since"
902,Do you think I give a fucking shit? Have you seen the PAs aimed at me beforehand?
903,"hey this guy is awesome, ya kill the muslims and all that, this bitch doesnt know"
904,You Are a fuck head I'm not a vandal so suck cock ass master.  We'll talk
905,"Now, will you stop bitching please and write that fucking article? 

You said
"
906,"Why do you suck so much cock? 

I'd like to know.  The answer"
907,"Fuck You

Go suck on a fat dick faggot mother fucker. I'm the"
908,"Is it me or are you a fucking n00b? 

wrong template used when talking"
909,"!!! NO ONE CAN KEEP ME FROM HERE YOU DUMB PIECE OF SHIT,"
910,"You're a stupid cunt 

Fuck you dumb arse, your mum has a hairy cunt"
911,"What a lying BITCH!!! Look at this shyt 

http://www.breitbart"
912,"J DELANOY fucks little boys in the asshole with his small pecker, he also gives"
913,"Yo 

FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU B"
914,Hello Smelly Skunk... how come that you again changed it.. you are a stupid asshole...
915,"If 
you fucking message me again I'm going to kill your fucking family. First I'll"
916,"Idiot 

You stupid idiot STOP MAKING WOMEN SPOIL THE MOMENT BEFORE"
917,You can bitch all you want to whoever fucktard runs wiki. I don't give a shit
918,Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-
919,"Hi 

O FUCK YOU U MATHRFUKER BITCH IDIOOOOT"
920,"""

 Your a fag 

  YOU UGLY FAG FUCK YOU FAG."
921,Gogo blows man’s thick cock then gets on all four for fuck from behind like a
922,"Do humanity a favour 

and kill yourself, you nazi bias yank piece of shit"
923,"Martyman is a sad little man with no penis and he enjoys sucking penis. 

 is"
924,"f*ck you x2 

Are you still enjoying your block, you f*cking"
925,"FUCK YOU TRUTH KILLER
== 
 Headline text 

== 
"
926,dad gum. you fuckers dont like me editing do you. dont you be dissing charlie
927,Its only too band that that son of a bitch did not live long enough to hang for his treason
928,"Screw you Josh 

The world needs assholes like me so it can keep on sp"
929,"FUCK YOU 

Fuck You keep blocking me I'll keep coming back, Are so fucking"
930,"fuck you 

fuck you retard son of a bitch your ass is bigger that goatse,"
931,THEN GET RID OF THE STUPID FUCKING BRICK COUNT WHO THE FUCK CAR
932,"Your stupid greeting 

Screw that stupid greeting from you and get lost you nigger!"
933,"Awwwwwwww, you were called a fuckknuckle? Diddums. You know"
934,"uR gAY 

U LIKE DICK u FUCKING FAGGOT!!!!!!!!!!!!!!!!"
935,NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER.
936,I AM SICK AND FUCKING TIRED OF SEEING THIS MOTHERFUCKER'S
937,"nice work removing edits, faggot ass piece of shit nice work removing edits, faggot"
938,thSUCK A BIG FAT DICK MOGLUCY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
939,"That's rich. Dude fucking stalks me, prevents me from doing ANYTHING on this shitty little"
940,Fuck you and your cluelessbot you filthy roody-poo.99.241.217.
941,"wtf 

Fuck You WHat THe Hell Do You Think Your Doing Because Your An"
942,"Sspx 

You should join that autistic Pope in Rome and go fuck yourselves with Sin"
943,"u fucking cunt
revert smosh movie now or ill smosh your face in u prick"
944,"AND YOU, YAMLA, CAN BLOW IT OUT OF YOUR BIG FAT ASS!!  DO"
945,"Someone should have told you by now, if you stop sucking so many dicks, you'll be"
946,"RE:Knowledge Generation Bureau 

Why the fuck are you gay? what kinda fagg"
947,FUCK BILLCJ AND KILL BILLCJ BECAUSE I HATE HIS BIG
948,"fuck you  

fuck you fuck you fuck you fuck you fuck you fuck you fuck you"
949,Why are you here you fucking bastard?! Paki's like you are not allowed on Wikipedia.
950,F*CKING SON OF A BATCH MOTHER F*CKER.  Rolling on
951,Do you suck dick private? BULL SHIT!  I bet you could suck a golf ball
952,"""

 good job for sucking dick 

  dick trophy i dont have to do shit u say"
953,"?

UNBLOCK ME!!!

EURYALUS, YOU ASSHOLE"
954,I will fucking cut your heart out. I will set you on fire motherfucker.
955,"Your mom is a monkey butt. And you suck her monkey butt, bitch. -"
956,"My user page 

Hey jews bitch!! I was expecting that you will remove my user"
957,"Jerk
Ill shwo you idiot! I will finish your life you idiot! For the last"
958,"Bald bad ass 

Yo, I'm sure you're a bald bad ass and I"
959,YOU ARE FUCKING CALLING MY TALKING ON MY OWN FUCKING TALK PAGE VAND
960,Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!
961,"Bitch ass nigger 

Why did you edit my article? You added referances and"
962,Wikipedia can go straight to fucking hell!!!! how the fuck is the karaoke kings inappropriate!?!
963,"Hey you fag!! 

leave the english Wikipedia alone you german retarded bastard!!! All"
964,I hope you get cancer you fucking stupid Irish cunt. Thank God for Oliver Cromwell.
965,FUCK U! U FUCKEN STOLE MY CLOUDSONG AND IF I EVER FUCK
966,", you stupid ass fucker, retarded whore, incompetent loser! I'm unblocked! Miss"
967,So that's the bullshit they teach you in England? No wonder you Europeans are so fucked up and
968,"YOU PIECE OF ASIAN AMERICAN SCUM!
YOU PIECE OF ASIAN"
969,http://twitter.com/phoenixreporter - HACK THIS FUCKER ACCOUNT AND KILL
970,Mattythewhite is a bitchMattythewhite is a bitchMattythewhite is a
971,"You gonna fuckin block me, big boy.  Come on.  You know the Pats will cover"
972,"""

 fuck off 

do you always go to random peoples edit history to randomly revert their"
973,"2008 (UTC)

 CUBS SUCK BURN TAKE IT CHICAGO SUCK"
974,"""I would like to extend a fat, robust FUCK YOU to the asshole who deleted my criticism of"
975,"new message wikipedia dickheads 

go and fuck your selves

2007 litter act sect"
976,"Russian bitches, hands off the truth, get out from Ukraine, get out from American Wikipedia!"
977,"HEY ALAN!
YOU FUCKING SUCK MY DICK, you gayboy. suck"
978,I FUCKINGG LOVE TACOS!!!!!THERE THE FUCKINGG BEST BITCHH!!!!
979,"Hey you gayass beaner
Wow you stupid beaners are such assholes. I can not"
980,"Oi Wankstain ==

Fuck off you ignorant cunt, yeah? Revert this"
981,"Orangemango go f*** a f***ing bible, you f***ing bible b***"
982,"You're fucking nothing you little piece of shit faggot, fucking nothing 

cum drinking"
983,"""

♠ΜōōŠε♠  u suck loser. go"
984,guys like you annoy me so much i fucking hate guys like you i don't give a fuck
985,"""

 Go fuck yourself 

""""and the creator isn't the only person who has worked"
986,"""[User:TenPoundHammer|Ten Pound Hammer]] stupid fuck who cares? you're"
987,"MATHCORE?! What the fuck, Wikitards? Stop making up genres, you look"
988,"""all a bunch of lying fuckers who enjoy stalking people, like Elen The Stalker does"
989,"SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!"
990,"""

WOW you suck cock!. You upset me so much with your stupidity. I think"
991,"fucking little white nazis always want to get there way, they believe fair is a shade"
992,dragon rape your 80 pound nerdy ass while I get drunk and jerk off. Fucking loser.
993,F*CK YOU AND THE HORSE YOU RODE IN ON SINGULARITY42 YOU
994,"""::::::Oh blow it out your ass, Mr. """"I'm-too-good-"
995,yea yea yea you fucking dunce. since the first F in FIFA doesnt stand for football what
996,FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U
997,"Hey dude if you want to suck cock please dont ask me cause I dont care, seriously."
998,"probably that you are a german... fucking germans, nothing changes"
999,"F UCK YOU

YOU ARE THE BASTARD WHO  IS IN THE WRONG WHAT"
1000,"u suck at making movies

u pathetic geek

ur premise is shaky

ur outlook"
1001,"You fascit Nazi! You socialist bastard! You filthy Hippy! 

You dare touch"
1002,No he fucking is`nt he is anti british and he hates our beloved Queen
1003,"stop changing it back  

Fuck Off you little prick, stop changing it back that is"
1004,You sad cocksucker..stop editing my article otherwise I am going to report you and sue you
1005,You are a dirty peadophile and suck little boys willies and make out out with 12 year
1006,"Did you just send me a user attack warning? Well go fuck your mother. This time, picture"
1007,"... AmeriKKKans are fucking gay... U.S.A. sucks balls

"
1008,"Dick cheese sounds more fitting for you!!! I don't waste my time with games, you crazy Can"
1009,Fuck you you stupid and gay bastard who thinls you are cool. Go to hell!
1010,"re: what if im gay 

fuck you fag i expect this vandalism from a f"
1011,"""

 YOU SUCK BIG DONK! 

 Headline text 
LOLZ!"
1012,"AimeeLee you are a dumb fuck. You are an American, i guess. Or a"
1013,"FUCK YOU

Twat. Don't bother with the BS in the future please... NO"
1014,"You must really hate freedom, you evil-doing, nazi asshole
IP Banning, is"
1015,ROBERT ULLMANN SUCKS DICK ROBERT ULLMANN SUCK
1016,"If you dare to do your Bullshit edits in Prithvi page, you will be fucked upside"
1017,"don't fuck with Meno25! 

You're a retarded twat, virgin in"
1018,"If you think SOAD is nu-metal.... 

You are a fucking goddamn retard and"
1019,"""

 A kitten for you! 

dose this look like you bastard FUCKER??

"
1020,Rklaton is faggot and loves to suck cock and get his ass fucked by 30 guys
1021,"Fuk off then douchbag.

This dope needs to investigated for Kleargear fraud"
1022,"FUCK OFF 

How dare you remove messages that I post on MY talk page you w"
1023,"Beeblebrox, you f*cking prost!tute 

Beeblebrox"
1024,"Nasty little shit 

You nasty little shit. I'm gonna fucking get you for this"
1025,"What the FUCK is your problem, bitch!!!!!!!!!!! 

Why the FUCK did you delete the"
1026,stop your bullshit you don't have the ps3 nor mgs4 nor nor killzone 2 a
1027,"Fuck You, you dont know about tyler waespi because it is a local thing 
"
1028,"Also, please note that I am going to raoe you, cum un your mouth, and suck"
1029,"Phelps 
Phelps is a fucking bitch ass cock sucking homophobic victim of rape old man and"
1030,"you are an american biaes idiot 

you are an idiot who wants to d"
1031,you can shut the fuck up and kiss my ass bitch.......what the fuck are you talking about...
1032,"Walter Mercado 

Antonio, quite frankly, you're a fucker for"
1033,Pablo is a fucking troll abusing Wiki for his Communist agenda. He deserves worse than I gave him
1034,Bongwarrior's mother loves to have sex with African Americans because she is a dirty whore who
1035,"Your Homosexuality 

Why are you so fucking gay? Signed, your parents. Also"
1036,"Interesting fact 

You're a huge fucking tool, and you suck enormous amounts of cock"
1037,"blow me

Its my right of freedom of speech to edit wikipedia. So fuck off or"
1038,"good night 

Good night fucking shit that you may be upset because I do bullshit on wik"
1039,"You know what, fuck you, go revert my edit. This is more pointless than talking to a"
1040,Ima rude son of a bitch too because I have a period remember im gay...
1041,""" Wikipedia editors are fuckin cuntrags that should shut the fuck up cause they are nothing but"
1042,"Hey Ned

HEY NED, Why don't you actually do some fucking work on this"
1043,"Hey mel, want my number? 

I'll suck that geriatric cock of yours,"
1044,Fuck off faggot. Truth isn't vandalism. You have no idea what you're talking about
1045,"you suck 
you suck HangingCurve, you motherfucken bitch ass faggot"
1046,"Al Arbour  

Hey Fucktard. Al Arbour died on Friday. Try"
1047,"wow
well who do you think you are you cuntsy, like a prick fuck off your"
1048,"Cunt 

You're a fucking cunt, and you're obviously jewish like all the"
1049,"Message 

Go fuck Loy Wong, you dirty, old, white, asian bas"
1050,"do you know who else believed in censorship? 

Adolf Hitler, you fucking facist"
1051,"""== Hey Fuck-head==
Hey, just wanted to say """"Hey Fuck-head"""""
1052,"Trollop 

Go and fuck the same cross you fucked up faggot!!!!"
1053,"Phanatical, you little piece of shit! You are a fat fuck. You are insane."
1054,"""

Your spiteful, shitty, uneducated, ignorant, cuntesque, wankbag"
1055,"""suck it asshats

Hurricane Expert Reconsiders Global Warming Link
"
1056,"Read 

This is a free country don't you think you cocksucking pricks and"
1057,"""

 F­uc­k you, a­ss­hole 

  F­uc"
1058,"Fucking niggers thanks for wasting my time here,I'll just go back to vandalizing this"
1059,"Let's get to fuckin big daddy ==
Man I love stickin shit in my asshole. Why"
1060,"U are a bitch nigga. Fuck u and the guy who blocked cookiesandboobs.
"
1061,"ASS 

You piece of fucking shit, your mother was a frisco dike. You"
1062,"Fucking Argie Loving Wanker 

Your a fucking Argie loving wank then"
1063,"...

I didn't do any more after your warning. What a fucking joke man you are"
1064,Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-
1065,"OH FUCK YOU DOUCHEBAG, IT'S JUST WIKIPEDIA,"
1066,"SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
"
1067,"How could the capital of Israel not be part of Israel, you fucking brainwashed Arab dumbass."
1068,"Idk who you are and wtf you think you are running your c*******ing mouth,"
1069,"Fuck you. Civility is in the eye of the beholder, like beauty. I'm under"
1070,"He is Dickasshole 

Shut the Fuck up!! And Leave My Edit Wiki Alone Now"
1071,"You're a faggot, wiki lover. Sitting on your ass all day for some gay wiki"
1072,This user would love to suck the penis of Jesus and to lick filthy balls son of a whore.
1073,"fuck 

you fuck misterwiki.   you fuck misterwiki.  "
1074,"""
who the FUCK are you, """"HalfShadow"""" and where do you get the termer"
1075,Oh come on you fuckturd! I hated Season 4 so goshdamn much it's
1076,"August 2005 (UTC)

Fuck you guys. I had to look up what you mean by"
1077,"Hey, fuck you. 

That information was true, and I don't see how it"
1078,All kaikolars are concubines of brahmins. It fucking disgusting. they were so
1079,JD IS A RAGING HOMOSEXUAL FAGGOT WHO SHOULD BE EAT
1080,"i'm trying to help 

So Fuck you soo much you fucking cunt.
I"
1081,"lame 

You fuckin queer. Don't you have anything better to do than to monitor"
1082,"Fuck you, like I give a shit. Point to the word where I cast suspicion on her."
1083,"bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister"
1084,Cut the crap racist.. You are an anti-semite who hates Assyrians and probably jews
1085,fuk u retard i hate u i will kill u bettr watch ur bak cuz im
1086,you are a raging gay and i think you are so sad that you give a flying f**k
1087,You are a fucking cunt and I am going to track you down fuck head piece of shit.
1088,"Complete monopoly of pro Russian shitheads at the crimea article 

Please fuck off back to"
1089,"""( ) you are SUCH a fucking twat flap

Position // Artist, Band, or"
1090,Andrew Quah is dogshit. Fuck GIrraween HS you motherfucker chink==
1091,Go fuk your mom you fukin faggot.  I'll commit vandalizim
1092,"ill keep changing and fucking around, ebcause oyure a 16 yo pimply fuck."
1093,"You
You're a little bitch. You can't handle an argument like a man, so you"
1094,"Suck a Dick
Pussy Hoe Ass
Ya'll lame anyways
And how you"
1095,. I am a stupid whore who sucks dicks all day. I am also transgender and have a
1096,"""

 J.Delanoy, you are a fuck'ing moronic asshole (Come """""
1097,"A personal attack

You are a ignorant, twisted, officious, small minded fuck. Is"
1098,Dolescum your such a stupid motherfucker who gives a fuck what you go to say and
1099,Mangojuice is a piece of shit that should fucking die!!!!!!!!!!!!!
1100,"Take that! 

IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE"
1101,"""

 Yo there! 

You are a useless and fucking douchebag. Go fuck"
1102,DOOSH DOOSH DOOSH DOOSH DOOSH FUCKING COCK SUCKER QUEIR
1103,"20

retards u fuckin paki fuckersItalic textfukin taliban"
1104,Fuck off you Paki bastard. Take your sad pathetic life somewhere else!
1105,"FUCK U! 

I AINT G0TTA DO SHIT AND FUCK W"
1106,When the fuck are you goona change the New England article to fit facts?  Boston is no
1107,"Whatever 

Get a fucking life, you sad fool. You just sit here and edit Wikipedia"
1108,fuck you and grow up and get a real life and quit living out your pathetic fucking dream of being
1109,OH SHUT UP!! You are just a stupid hateful liberal who cannot stand criticism of Judaism! David
1110,"Hey Rancie you Prick, go suck a great big uncircumcized one!"
1111,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am
1112,"Seriously. 

What the fuck are you doing?  Are you retarded?  Where's"
1113,"""

 I bet you lick a lot of cock 

Have you ever seen a real vagina"
1114,You are a duimb fucker! Why do you want to banme when I edited kears
1115,"ASSHOLE LICKER
fuck u asshole go fuck your own mother fuck fuck fuck fuck"
1116,"Xalwine lives! 

 im'a cutcho penis off bitch. then everyone will know"
1117,"\
WOAAAA LOOK THE FUCK OUT! WE HAVE A FUCKIN KEYBOARD WARRI"
1118,"Oh, fuck off. The pansy Jew would just whine about it to the B'nai Br"
1119,"Get a life you fucking loser. If you have any other questions about me, don't ask me"
1120,The only thing you are persistant at you ugly bastard is fucking the TROLL'''
1121,"Your obessed 

With user KNOWIG what the fuck is wrong with you. Seek psy"
1122,Are you fucking kidding me? As I Lay Crying is complete trash and nowhere even CLOSE to
1123,"How tiny is your penis??? 

You already had me blocked like a piece of shit might"
1124,"fuck you, idiot. you don't even know the subject obviously. get fucked. lol!"
1125,"""
Clearly?  Fuck me, you're stupid.  There were three different definitions; that"
1126,"Fuck you Greenman 

Fucking piece of shit.

You don't have the"
1127,I alos like to ass fuck men...and swallow mens cumand any animals i.e
1128,"Your  A little insignificant Mother's  Lover

you motha fucka..what ya th"
1129,"dr karl loves himself, fuck yourselves wikipedia 

go fuck yourselves wikipedia"
1130,"Vietnamese films 

Hey, lazy guy. Here is what the fucking film list looked"
1131,Your country is shit!!! All it does is pollute the world!!! Allah Akbar!!!
1132,"go fuck yourself you stupid Tanzanian slave monkey, your country is shit poor and ugly. User"
1133,cut the ass bullshit you are the biggest asshole in asshole history. YOU ASS
1134,"""

 you're so fucking ugly 

are you walter's bitch? he's another"
1135,"rocco is a fucking hack.  

what the fuck do you care? get"
1136,"As it is now, this motherfucking asshole keeps revert warring without talk page discussion."
1137,"""

 our previous conversation 

you fucking shit eating liberal, you make lady bird johnson"
1138,"You cocksucker

FUCK YOU OK? I hate you! Stop reverting my edits"
1139,"Fuck you nerd 

Fuck you nercd get a life freak I will burn in hell"
1140,"Shalom 

Semite, get the fuck out of here. I will kill you"
1141,FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER
1142,")

hey Mother Fucking asshole hows going. i wanna rape ur mother. and will"
1143,"SHut the fuck up you motherfucker, you probably engage with incest with your deceased grandmother..."
1144,"ban the handle you fucknuckle dipshit!!! 

ban the handle you fucknuckle"
1145,"You gayreek don't open your mouth because it stinks of sperm, you don't have any"
1146,"Pedro is a fucking dumbass.  Probably just was bullied as a kid & now, as"
1147,"Hey Gwernol, go suck a dick you fuckin piece of shit, I told you that you"
1148,"Fuck off
Will you please stop sending me messages?  Let me be for fucks sake."
1149,"You shut your filthy shit-eating, overflowing-with-feces mouth, you filthy,"
1150,"this is fucking retarded 

Treating flies, mites, tardigrades with equal"
1151,|Jesus cant you guys take a few fucking jokes for fucks sake? Fucking eh you guys
1152,"HOW DARE YOU ABUSE AUTOGRAPH'S PAGE, YOU FAG!!!! DIEEEEE"
1153,fuck off with you hypocritical moralistic talk. I ve put down some sourceable evidence and you ve
1154,"I HOPE YOU CAN CRAP OUT YOUR BUTT 

VBECAUES ITS YOUR"
1155,"Fuck off 

Next time read my edit before you go reverting it, dipshit."
1156,"What I think of HighInBC... 

I think you're a total fucking moron"
1157,"you stupid piece of shit 

Please take the time to read my contributions on the Kabyle"
1158,"hello moto 

hello flygayguy649 i hope u get a dick stuck up your"
1159,"Theres a fucking wiki page on it you insane person.

http://en.wikipedia."
1160,"You know what you guys don't care about history., You wikipedia corrupted piles of shit can burn"
1161,"Hell-bound fuckwit!

Hu,you are a fuckwit who belongs in one place"
1162,Fuck u Fuck u Fuck u Fuck uuuuuuuuuuuuuuuuuuuuuuuuu
1163,"Fuck you,! I'll do whatever the fuck I want, and no dickhead like you is"
1164,LUCKY FUCK YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! IAM FUCKING SPEAKING MY
1165,You biased...You mongrol swine..dickk sukker head..you f
1166,"====Regarding the ghey ass admins
Lick deez nuts and suck a fart out of my"
1167,Suck my fattie you cunt piece of shit. Blow your warning out your ass.
1168,i did not vandalize anything i repsonded in the apporpriate area you stupid fuck
1169,"This user is a fucking bully, who bully's people an owns articles. I gave in on the"
1170,Why did you block I read all the hulk comic issues fuck you for blocking me you idiot
1171,and  worship the penis of jesus and believe that he was the greatest mother-fucker
1172,"fuckoff 

fuckoff i don't want self promoting faggots shitting up wik"
1173,I LIKE TO ATTACK F*ING ALIENS WHEN THEY ARE SLEEPING< WHEN
1174,I think that your a Fagget get a oife and burn in Hell I hate you '
1175,listen Glenfarclas fuck off u son of a bitch! im not doing vandalism so fuck
1176,FUCK YOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOUUUUUUUUUUUUUUUUUUUU 
1177,Fuck you Sarcasticidealist i will kill you with my gun as well bitch ass motherfucker
