,review
855,"It's very hard to say just what was going on with ""The Lady from Shanghai"" and what the film could have been without studio interference. Orson Welles' prime interest in film at this point was to raise money for his theater; indeed, funding his own projects is what drove him to seek out acting jobs. He made ""Lady from Shanghai"" for his soon to be ex-wife, Rita Hayworth. Harry Cohn was fearful for Rita's image and held back the release of this movie for one year.<br /><br />The plot concerns an Irish sailor, Michael O'Hara, who falls in love with Else (Hayworth, stunning with short blond hair). Her husband is a well known criminal attorney Arthur Bannister (Everett Sloane) who is as crippled on the inside as he is out. He hires O'Hara to work on his yacht, and there O'Hara is drawn deeper and deeper into a web of murder and deceit.<br /><br />""The Lady from Shanghai"" moves at a snail's pace, though I agree with one of the posters that films today are criticized for taking time to build "
856,"Due to the invention of a ""The Domestication Collar"", flesh-eating zombies are brought under control, and become productive members of society; however, they perform menial tasks. The servile dead attend to those living in fenced US 1950s-styled small towns, while untamed zombies roam around in ""The Wild Zone"". In the town of ""Willard"", pre-teen K'Sun Ray (as Timmy Robinson) lives with parents Carrie-Anne Moss and Dylan Baker (as Helen and Bill Robinson). Alas, the Robinsons are the only family on their street who do not own a zombie; their new neighbors, the Bottoms, have six. So, to keep up, the Robinsons obtain zombie Billy Connolly (as Fido).<br /><br />Unfortunately, Mr. Connolly's ""Domestication Collar"" is damaged by an old lady's walker, and he eats her; then, new and hungry zombies infest the town. Meanwhile, young Ray has grown attached to Connolly (the boy and his zombie are like TV's ""Timmy and Lassie"") and, the Robinson family find it difficult to cooperate with the control"
857,"Going down as the most expensive film in Finnish history, to date, ""Dark Floors"" is a horror film with an extremely Lynchian narrative that recounts an ever increasingly decrepit series of ""Floors"" (ironically enough) in an abandoned hospital, in which our protagonists are trapped. Lead by an autistic daughter and her father, himself disenchanted with the hospitals apparent lack of medical progress with his daughter, make their way into an elevator debating the issue with one of the hospitals nurses. Accompanied by a security guard, a businessman and a seemingly intoxicated tramp the collective soon find the complex abandoned, but they are not alone. Directed by Finnish- born Pete Riski, more known for his television work, ""Dark Floors"" is filmed in English, using mainly English actors but has the notable inclusion of Finland's arguably most famous group ""Lordi"" (2006 Eurovision song contest winners) as themselves, i.e. in their on stage monstrous costumes, as the films antagonists, ye"
858,"This movie certainly proves, that also the good Americans can do terribly good propaganda. No questions being asked, no comments being made on power abuse or police terror, when James Stewart, solid and convincing as always, solves all the stories from Dillinger to 5th Column more or less singlehandedly. June Allyson as his regular love interest holds up the family values and E.J. Hoover is executive producer.And children or non guilty bystanders are never harmed, when the professionals execute. Not to speak of civil rights, which are never broken or homes, which are never intruded. And if the FBI service would not be enough, Steward also gives his son's life for the country in WW II. Perfectly made, if you wouldn't know better...."
859,"There are some nice shots in this film, it catches some of the landscapes with such a beautiful light, in fact the cinematography is probably it's best asset.<br /><br />But it's basically more of a made for TV movie, and although it has a lot of twists and turns in the plot, which keeps it quite interesting viewing, there are no subtitles and key plot developments are unveiled in Spanish, so non Spanish speakers will be left a little lost.<br /><br />I had it as a Xmas gift, as it's a family trait to work through the films of a actor we find talented, and Matthew Mconaughey was just awesome in ""A Time to kill"" , and the ""The Newton Boys "" so I expressed I wanted to see more of his work.<br /><br />However although it says on the DVD box it is a Matthew Mconaughey film and uses this as a marketing ploy, he has a few lines and is on screen for not very minutes at the end of the film, he is basically an extra and he doesn't exactly light up the screen while he is on, so die hard fans, re"
860,"There are two kinds of characters on THE SHIELD: people who try to do the best they can and do the right thing, and people who relentlessly pursue their own self interest and commit every mortal sin they can while telling themselves and everyone else that they are heroes, and everyone's only hope. More than any other show, THE SHIELD is about hypocrisy and self-delusion. Unfortunately, the hypocrites and self-deluders are the shows heroes, and as such have the typical genre-fiction heroes' improbable immunity to getting defeated or caught and they come out on top over and over again, making fools out of all of their peers.<br /><br />The show boasts excellent camera-work. The lead ins and the fade outs are always superb. It really is a work of art to see. Unfortunately the story is a cartoony, overwrought wish fulfillment scenario of gratuitous violence, rape, and lies.<br /><br />The hero, who drags everyone down with him in failed scheme after failed scheme, is wiley like a warner br"
861,"While watching the film, I'm not sure what direstion it was to take. There's a reason a writer shouldn't direct his work and even act in it as well, you can't do it all. I felt the story really suffered in this film due to the director wearing so many hats. Ms. McTeer is the film. To add to her amazing talents, her portrayal of this woman was why I was engaged. Here is a British actress who can do anything. In my view, conflict is what makes drama and a great story. I felt this film didn't have that. Everything was somewhat easy for the characters, there were no real obstacles preventing the chahracters from getting what they wanted. Watch the film for the sweetness, but most of all for Ms. McTeer's brilliant performance."
862,"I was one of those ""few Americans"" that grew up with all of Gerry Andersen's marvelous creations. Thunderbirds was a great series for the time and would have made a great action/adventure movie if only the writers could have figured out where to target it.<br /><br />I expected it to be a romp, but I did not expect it to aim at such a low age group. Like Lost in Space, this could have been both visually stunning and exciting. It should have focused on more action/adventure and the goal of the original series... saving people in trouble.<br /><br />Instead, it focused on Alan saving the day instead of his brothers (who were cast too young anyway vs. the original). The breakout part was Lady Penelope and Parker. I didn't care too much for the characters in the original, but I was grateful for them in the movie. They stole the show!<br /><br />I always enjoyed Thunderbirds more for the high-tech than the stories, and even that did not get enough screen time as far as I was concerned. I wo"
863,"Some movies seem to be made before we are ready for them. As I watched this film, made in 1988, in 1999, I thought I was watching the O.J. Simpson debacle (although I have very different opinions about the innocence of the individuals in each situation).<br /><br />The Australian news media, if this movie is to be believed, devoured the case of a possible infanticide and truth was left as an afterthought. It was scary to see the scenes of invasive, swarming media hordes, ridiculous accounts of half-truths and lies and debates over the supposed merits of the case by persons at all levels of society.<br /><br />Equally appalling is the media's depiction as indifferent and uncomprehending of the technical information in the case. I do wish more was made of the issue of religious prejudice in the case (the accused are Seven-Day Adventists).<br /><br />Today these circuses have become common but that makes the lesson only more important.<br /><br />Streep is excellent as usual, and this is "
864,"Thanks to this fungal film I do NOT want my Maypo, can't stomach the thought of Maltex or Wheatena, and even that granola over there doesn't look so innocent anymore! Why wasn't the song ""Slop Time"", by the Sherrys, used as the theme?"
865,"This movie is funny and painful at the same time. The ""Cinemagic"" almost gave me a seizure. Despite what they imply, ""Cinemagic"" is not some innovative technical procedure. It was ""developed"" as the result of an accident, and they used it because it disguised the fact that their ""monsters"" were so stupid-looking. I also don't think it's a coincidence that the writer is Sid ""Pink"".<br /><br />This movie is good for a laugh, if you are really looking for a movie made in 9 days on 200,000 dollars. It is entertaining; at least I can say that about it. The bat/rat/spider is the highlight."
866,"Director Spike Lee is famous for making films pointing out racism. In many of films, such ""Do The Right Thing,"" most of the white people are all brutal racists. In this movie, interracial marriage is the subject, with racism once again being the entire issue.<br /><br />What Lee does, however, is once again demonstrate his bigotry against Christianity. It's amazing the double standards that exist in the film world. If Lee or anyone else ever produced this kind of bias against another group he would be vilified, but Christians? Hey, it's ""open season"" on them.<br /><br />Ossie Davis, a reverend in this film, shoots his son and then puts the smoldering gun down on top of his Bible. They zoom in on that for another closeup just in case you missed it. Hey, folks, here's another Bible reader and look what he''s like! Lee does this sort of thing in just about every movie he makes.<br /><br />He shows the same hatred when dealing with race relations. Who could argue with portraying racism as "
867,"I watched this movie also, and altho it is very well done, I found it a heartbreaker and would not recommend this to women who have small children.. The terror on this mother's face when she sees her child about to be run over by a train is truly heartbreaking. And the sad thing is--internally she dies. Eventually she goes back to the Applacian mountains. All the money in the world which she makes from making dolls does not conceal the grief she has. I remember her desperate face as she pulls money out of her clothes to try to have her child healed. I'm surprised this movie takes place in Detroit, because when I watched it I thought for sure the people had come to Cincinnati, Ohio. This also was a route for the poor from the mountains."
868,"THE BRAIN THAT WOULDN'T DIE was considered so distasteful in 1959 that several cuts and the passage of three years was required before it was released in 1962. Today it is difficult to imagine how anyone could have taken the thing seriously even in 1959; the thing is both lurid and lewd, but it is also incredibly ludicrous in a profoundly bumptious sort of way.<br /><br />The story, of course, concerns a doctor who is an eager experimenter in transplanting limbs--and when his girl friend is killed in a car crash he rushes her head to his secret lab. With the aid of a few telephone cords, a couple of clamps, and what looks very like a shallow baking pan, he brings her head back to life. But is she grateful? Not hardly. In fact, she seems mightily ticked off about the whole thing, particularly when it transpires that the doctor plans to attach her head to another body.<br /><br />As it happens, the doctor is picky about this new body: he wants one built for speed, and he takes to cruisin"
869,"I grew up on the 'Superman II' theatrical version (""S2T"") and as a kid, I loved it more than Part I since not only did it contain more Superman and three Superman-type villains, it started off with a bang  the best Clark Kent to Superman transformations and rescue scenes. Kids no longer had to impatiently wait for Superman to appear on screen, as in part I. Now as an adult, I can see how the mighty had fallen with S2T (See: my review.) I've always heard of the back-story on how they prematurely and unjustifiably fired the original's director, Richard Donner from part II. (It must have been a rarity back then to film two separate movies simultaneously, now it's common: 'Back to the Future' and 'Matrix' 2 & 3 for example.) Unfortunately, after finally seeing the Richard Donner Cut (or, ""S2RD"") I still can't fully recommend it. Gone, was the great Superman change scene, the entire Paris rescue, as was the wonderful recap of part I in S2T's opening. In fact, they all but wrote the words: "
870,"Having watched this after receiving the DVD for Christmas 2005, I came here to pan it -- but after reading the other comments, I haven't the heart. Clearly this is a film that has worked very well for children of a certain age. Well, let me not be a complete Grinch; it might still work for some children -- if they are not too media-saturated and have not become visually over-sophisticated, e.g. from watching all of LOTR and Harry Potter. But if you are an adult, stay miles away; you will not enjoy it.<br /><br />The good bits: Barbara Kellerman as the Witch, especially in her early scenes with Edmund, creates just the right blend of charismatic evil and restrained madness. (At the Stone Table she goes a bit over the top.) Michael Aldridge in the minor role of the Professor and Jeffrey S. Perry as Mr. Tumnus also have the kind of polished, skillful acting we'd expect from the very best BBC dramas. And the Aslan costume works very well, amazingly well considering. They got the eyes just "
871,"Like a latter day Ayn Rand, Bigelow is la major muy macho in her depiction in the film of a few tough American hombres stuck in Iraq defusing roadside bombs set by the ruthless, relentless, child-killing Arab terrorists. As Bigelow posits the Iraq war as the backdrop of the grand stage of human drama, one veteran bomb expert gets blown up and another shows up to replace him in the dusty, hot, ugly rubble that is Iraq, and a new hero is born.<br /><br />The new guy is what John Hershey described in his book, and later the movie, The War Lover, as a sadistic wingnut who actually isn't fit for civilian life, and requires the stimulation of war to sublimate and suppress his errant sexual desires. The war lover can only fully function in war, peacetime suffocates him. While Hershey chastised the war lover, (played in the film by Steve McQueen in one of his greatest roles) Bigelow glorifies him. The army needs war lovers, they are the bulwark of defense against our enemies. We can't handle t"
872,"This movie is great.<br /><br />Now, I do tend to like my films heavy on the story and dialogue, but now and then, something like Moonwalker comes along, and it's watchable, despite numerous flaws.<br /><br />This film is no more than a highly entertaining Michael Jackson advertisement. Beginning with sickly video set to 'Man in the Mirror' a montage listing his achievements, and bits and bobs from his career, it goes through all the highs of his life, then crashes down into a really, really entertaining segment which acts as a funny music video for 'Bad' and 'Speed Demon', following the adventures of MJ as he runs from manic stop-motion fans, and finally dancing against a rabbit costume. The stop motion isn't that bad as some would have you believe. It's passable.<br /><br />Then we see the great video for 'Leave me alone', and straight into the main feature.<br /><br />Yes, the plot is laughable. Very laughable. We see Michael walk out of a building, then get shot at by thousands of "
873,"Obviously, there wasn't a huge budget for this film which definitely hindered the production. But the story and ending were so brutal that they made up for a lot. I mean brutal on the level of Ju Dou and other (great) Chinese films. I first saw this when I was 14 years old, I ran home and begged God to forgive me for everything..."
874,"First off I want to say that this film is worthy of more than the four stars I rated it. I gave it four stars because for me this 86 minute movie always seems like 2 and a half hours and is not engaging enough to sit through it all. However, ""The Big Alligator River"" (the title my DVD calls it) is better than your average nature strikes back movie.<br /><br />A tourist resort in the jungles of Southeast Asia is just opening and employs the natives while trying to manipulate the wildlife around. Mother Nature seeking revenge comes in the form of the god Kroona, a giant Alligator. But the creature isn't the only thing the tourists and the main characters (a photographer and the resort staff) have to worry about, the natives are getting rubbed the wrong way too.<br /><br />This movie is a pretty well-done adventure/horror story with a good musical score and direction. But the alligator itself, the main attraction of the movie, is obviously fake looking. Some of the close-ups of its jaws a"
875,"Not being a fan of first person shooters I was very hesitant to play this game. After having played the demo however I was sold. ""Undying"" really manages to pull you in the game and be part of the universe that your character is in. You have this green amulet,called the ""Gel'ziabar Stone"" that has special powers and warns you of particular events or things to look at. With a special spell ""the scrye"" you can see certain things that otherwise would be invisible to you. Walking in a hallway you suddenly hear the magical stone whisper:"" Look"",with the stone glowing at for example a painting. And then using the scrye spell you can see some weird and creepy stuff on the painting. Let me tell you to witness something like that is scary as hell. People who expect to finish this game in a few hours can forget about that even with the use of cheats. This game relies on the character using wits and walking carefully around. Because like in any horror movie your surroundings are usually pretty da"
876,"To review this movie, I without any doubt would have to quote that memorable scene in Tarantino's ""Pulp Fiction"" (1994) when Jules and Vincent are talking about Mia Wallace and what she does for a living. Jules tells Vincent that the ""Only thing she did worthwhile was pilot"". Vincent asks ""What the hell is a pilot?"" and Jules goes into a very well description of what a TV pilot is: ""Well, the way they make shows is, they make one show. That show's called a 'pilot'. Then they show that show to the people who make shows, and on the strength of that one show they decide if they're going to make more shows. Some pilots get picked and become television programs. Some don't, become nothing. She starred in one of the ones that became nothing."" Now to stretch on what Jules was talking about, there are BILLIONS of television shows/pilots that were never aired because they simply were not...well, good. Probably the most notorious pilot that comes to mind is ""W*A*L*T*E*R"", a spin-off to ""M*A*S*H"""
877,"I just finished watching this movie. I was very excited since I'm a big fan of Punk Rock, Horror films and Spoofs. I was very surprised at what I saw. I knew it was low budget, but I wasn't expecting it to be taped with a video camera. It opens with a good song and a great, very underrated band, The Horrorpops, reforming their song, Where They Wander, and promptly getting killed in various gruesome ways. It's a great opening. But the problem is the fact that, up until the end, this was really all that the movie was. A live performance, A death. Another live performance, A death. It gets old. And there is a gross(literally) overuse of intestines in the death scenes. Why doesn't the killer use other body parts, like legs, or eyeballs, or brains? Don't get me wrong, this movie has some parts that are awesome. Like the hardcore French band, known simply as BERET, the prospect of a band named Atticus, the scene containing a performance by members of the The Used and Simple Plan playing toge"
878,"Alain Chabat is a fine actor, writer and director but maybe a trifle misguided to take an 'idea' credit for a story that probably had them rolling in the aisles when Aristophanes was still learning that it's 'i' before 'e' except after 'c'. But, like I said, Chabat is a fine actor and he can do charm when he needs to. I'm also gradually overcoming an aversion to Charlotte Gainsbourg who also turns in an accomplished performance. If you absolutely insist on knowing, the 'plot' is the one about the guy well into his forties and more than content to be single. This doesn't sit well with his mother and five sisters and to get them off his back he makes an 'arrangement' with the sister of a colleague to pose - for fifteen thousand euros -as his new girlfriend, allow the romance to come to fruition with a wedding and then jilt him, thus getting him off the hook. Naturally they wind up together but along the way there's some sub-Benedek and Beatrice duelling and all things considered it's a p"
879,"Okay. Yes, this was a very-tight-budget movie with continuity errors (like single scenes obviously filmed in sunshine and then in shadow and then mixed together), and as much as I love Nick Mancuso he was often a little too good at the burnt-out part, and some of the minor supporting cast was really bad (plus at least one actor was used for two different but conspicuous roles). But come on. Richard Grieco was hysterical (his hair alone is worth the trip). Steven Ford was very likable. Mancuso had some great lines, while Nancy Allen, ironically, was completely bland and uninteresting. Classic? No. Bad parts? Yes. Entertaining? Big yes. I would have loved to have been on-set the day they decided what kind of hairstyle Grieco would have. ""Are you fast?"" ... ""Y'ain't THAT fast."""
880,"Have you ever had a cool image in your mind that you thought it would be nice to be in a movie: Like seeing a detective peeking through the cracks of a broken fence of some abandoned house? Or seeing a woman walking down a street looking cold and intense and awfully alert? Yeah. Imagine stretching that image to a whole movie, you pretty much got the idea of Broken, though there's no detectives in this movie, I'm just using it as a visual example. But, the intense looking woman is here and she filled pretty much 99% of the screen time. I got nothing to complain about that woman, she's a perfect choice for this role.<br /><br />I consider myself a very open minded individual who can find enjoyment out of all kinds of artistic expressions and I can truly enjoy some really moody stuff. It would be really cool if I can frame one of the scene from this movie and hang it on the wall. Let's be honest here, the acting is superb. Some of the expressions on the actors face are what keep me watchi"
881,"Once when I was in college and we had an international fair, the Russian section had a Soviet-era poster saying ""Ne boltay!"", meaning ""Don't gossip!"". I ""translated"" it for the ""generation"" of TV watchers as ""Don't be Gladys Kravitz!"" (in reference to the nosy neighbor on ""Bewitched"").<br /><br />However, when you see the result of gossip in the Pvt. Snafu short ""Rumors"", you see that it's not quite a laughing matter. In this case, the perpetually witless soldier overhears something about bombing and immediately assumes that the Axis Powers have attacked the United States. So, he tells it to someone, who tells someone else, who tells someone else, and it continues. As in ""The Russians Are Coming, the Russians Are Coming"", the story gets blown more and more out of proportion each time, so that when it gets back to Snafu...well, you know what I mean! Yes, it's mostly WWII propaganda - complete with a derogatory term for the Japanese - but I have to say that the Pvt. Snafu shorts were act"
882,"Scientist working frantically in seclusion finds a way to locate the impact crater of a meteor carrying a new radioactive element. All (pseudo)science and breakthrough technology talks of the 1930s are right there, including the idea that radioactivity could heal any illness if properly harnessed. When he summons his rivals -who had cast him out of the scientific community and ridiculed him - to witness his discovery, they propose a 'joint' expedition to Africa...of course they end up stealing much of dr. Rukh's original discovery, giving him only residual credit. In addition to that, an effeminate weakling who looks like a supporting comedy actor from the worst Abbot&Costello (Lawton) literally steals dr. Rukh's young trophy wife (Drake), who falls head over heels for that scrap of a human being. Having grown horns like a deer wasn't going to make dr. Rukh (Karloff) any friendlier, so he embarks in an undercover revenge mission...killing 2 of his foes and friendly dr. Benet (Lugosi), "
883,"This film is available from David Shepard and Kino on the Before Hollywood There Was Fort Lee, NJ, although that is a shortened version with just the ""behind-the-scenes movie sections. I'm not sure if Blackhawk Films only had a film print of these parts, or they edited out the other scenes. The original Blackhawk version was retitled A Movie Romance. The complete feature does survive, but the preprint for this version had some nitrate decomposition, and a couple of sections looked bad, so that may be why Blackhawk's version was edited.<br /><br />Directed by Maurice Tourneur, the film has Tourneur playing himself, or more likely a caricature of himself. Supposedly, director Emile Chautard and future director Joseph von Sternberg also can be spotted.<br /><br />Country lass Mary (Doris Kenyon) longs for a romantic man to sweep her off her feet. She dreams of a troubadour that will woo her, but is constantly interrupted by the only available local boy, Johnny Applebloom.<br /><br />Meanw"
884,"I'm far from a Sylvester Stallone fan and I guess the only time I really appreciated his appearance was in the French movie Taxi 3, which is an almost inexistent small role. And yet I must admit that this movie was actually not that bad, even though I feared the worst.<br /><br />When Gabe (Stallone) fails to rescue the girlfriend of one of his friends and she plunges to her death from a 4000 feet high mountain top, he can't possibly force himself to keep working as a mountain ranger. For almost a year he doesn't set a food in the reserve, but than he returns. Soon after he's back, they get an emergency call from a group of hikers who got trapped in a snow storm. At least, that's what the rangers believe. In reality it is a group of robbers who crashed with their airplane in the mountains after their daring plan to steal cases full of money from a flying government plane failed. The cases are spread all over the reserve and they need the help of professional climbers to retrieve them.."
885,"Talk about a blast opening, ""Trampa Infernal"" has the coolest opening credits ever! Guided by musical tones that are perhaps slightly inspired by the legendary ""Friday the 13th"" theme (Tsh-Tsh-Tsh-Ha-Ha-Ha), the names of the lead players appear on screen split up in giant syllables. Promising intro of a totally obscure Mexican slasher/backwoods survival thriller and it only becomes cooler with every minute that passes. Two extremely competitive and testosterone-overloaded paintball enemies challenge each other to the ultimate showdown in a sleazy bar. According to a newspaper article, there's a savage bear loose in the nearby woods and it already killed multiple of the hunters that tried to catch it. The challenge includes that whoever kills the bear will be declared the ultimate macho hero with the biggest set of balls. Upon arrival, however, it quickly becomes obvious they're not up against a bear but a bewildered and utterly maniacal war veteran with quite an arsenal of weapons in h"
886,"Despite its stereotypes, virtually 'no-name' cast and an obviously low budget I thought this film was alright; much better than I expected it to be. I was skeptical at first - the idea of a computer virus that can also infect people seemed a little ludicrous to me. But in the end, I thought the film handled the concept well (even if some scenes were a little clichéd).<br /><br />The cast was quite good, and the two leads seemed to take their roles very seriously. I couldn't help thinking, though, that Janine Turner is a bit of a Geena Davis look-a-like. Maybe it's just her face or the make-up, hair and clothes she had in this movie but it just kept nagging at the back of my mind the whole time.<br /><br />While it's not a 'must see' or a great film by any standard, 'Fatal Error' is an entertaining flick that will keep you watching until the end."
887,"There are lots of extremely good-looking people in this movie. That's probably the best thing about it. Perhaps that even makes it worth watching.<br /><br />""Loaded"" tells the story of Tristan Price (Jesse Metcalfe), a young man who's about to make his mark on the world. He's the son of a well-to-do family with a good reputation, and he's on his way to law school. But like so many such settings, things aren't quite as perfect as they appear. The expectations in this family far outweigh the love. Except for school, Tristan's father rarely lets him leave the house. This seems to be the result of some past traumatic event that shook the family, which is partially revealed through flashbacks but isn't spelled out until the very end. Tristan's claustrophobic environment causes him to let loose in very extreme ways at the first possible opportunity, when his friends take him out to a strip club to celebrate his graduation. The celebration soon follows some strippers back to a beach house pa"
888,"There's nothing really to dislike about ""The Odd Couple,"" and it's no surprise that Jack Lemmon and Walter Matthau make a hugely winning comedic team. But there's something so underdeveloped about Neil Simon's adaptation of his hit stage play as to make it seem more like a skit on a sketch comedy show than a full-bodied film. I have not seen the play, but have to assume that the screen version is fairly faithful, since Simon wrote it, so the defects cannot be blamed on a stage-to-screen adaptation. There are some interesting ideas in this story--two recently divorced men who fall immediately into traditional married roles when they become roommates because neither knows any differently--that Simon never fully fleshes out. Still, there are many worse ways to kill a couple of hours."
889,"OK - I ADORE this film...I will credit this movie - alone - for making me such a die-hard horror fanatic. I could never watch this movie alone. I've also heard many many stories of the effect it had in it's original release at the theatres , on its viewers. Incredible masterpiece.... Horrible , psychological stuff scares the pants off me .Oh bless their hearts, whoever made this awesome film. I love it. I thought the whole film was decent and interesting. This movie is SO scary - this is the scariest movie I have ever seen in my life! Not that what happens in the film and the idea of the film are not scary enough , but what always got me - was Brendan's fabulous acting. Best horror film EVER. Nothing can ever be this scary again. Halloween viewing at its evilest."
890,"I've bought certain films on disc even though the second rate presentation wasn't an option. A certain company I won't identify here has put out several pan and scan dvds (""Clean and Sober"", ""Star 80"", and this one, to name just three!) of films I don't think anyone wants to see in this compromised format. Some discs give the viewer a choice of 16x9 or full screen and others are just in their theatrical release 1.66:1 ratio.<br /><br />That off my chest, I'll say ""Deathtrap"" was a spooky and oddly enough, amusing picture. My only complaints are the tinny score (what IS that f____g instrument that is usually dragged out for films set in 18th century France?) and Dyan Cannon screaming at regular intervals. Couldn't her character have been an asthmatic who grabbed for an inhaler when she was stressed? Minor complaints, both. The benefits of discs include being able to fast forward to get beyond those things which you don't like.<br /><br />I never saw a staged version of ""Deathtrap"", so h"
891,"One reason Pixar has endured so well, and been so successful, is that while their films remain technical marvels and visual mosaics, they have a story to match their style. And often very moving style at that: affecting, charming and cross-generational. That a lot Anime (speaking in broad terms) and a great many other animations fail to match their technical virtuosity with real substance is, I think (and I might be wrong) partly because either the makers aren't bothered with character and plot and focus far too much on sound and image, or the sheer effort that goes into making some animations is so enormous, so enervating that they don't have the energy to create a really engaging story.<br /><br />That same cannot be said of Renaissance. There are flaws in its plot, but I'll get to that later. Those same flaws, however, are not reflected in the visuals - Renaissance is nowt short of stunning. The ultra-high contrast images (sometimes so high-contrast that is nothing but one face or o"
892,"After the usual chase scene, Jerry accidentally winds up inside a bottle of invisible ink, which was part of a chemistry set. He quickly discovers he's invisible...so the predictable results occur, meaning he uses his new hidden condition to torment Tom. Jerry often is just defending himself, but often he has sadistic streak in him that torments the cat whenever possible, even when unprovoked.<br /><br />Here, he makes Tom think his eyes are deceiving him when cheese from a mousetrap disappears before his eyes, or milk from a dish. Tom can't take anymore so he tries to sleep this nightmare off, but Jerry sets fire to his paw! Man, I hope little kids didn't ideas watching these cartoons back in the '40s and '50s! I always found Jerry, the little mouse, more evil than cute.<br /><br />Thankfully, in cartoons, generally, whatever damage a character suffers is gone within seconds and he's back to normal. <br /><br />The best part of this cartoon is about two-thirds of the way through when "
893,"It surprises me that I actually got the courage to watch the bio flick or flicks ""Che: Parts 1 & 2"". Why? Because if my Cuban exile parents would ever found out I saw this movie about this despicable mass murderer of the Cuban revolution, I would be grounded for life. Hey wait? I am an adult, they can't ground me no mas. Director Steven Soderbergh, and newbie commie (sorry Steven, but I had to take Soder shots here) divides the movie in two partes on Commander Ernesto ""Che"" Guevara's revolutionary life. ""Che: Part 1"" presents how Che in the mid 1950's joined Fidel Castro's guerilla crew in their revolutionary quest to overthrow Cuban President Fulgencio Batista's regime; which as we all know was a revolutionary success for them, but a gargantuan guerilla disaster to many Cubans as it revolted into Communism. ""Che: Part 2"" presents Che trying to revolutionize the T-Shirt industry by pitching T-Shirts with his appalling bearbado face to T-Shirt manufacturers. OK, I am che-chatting a lot "
894,"A toothsome little potboiler whose 65-minute length doesn't seem a second too short, My Name is Julia Ross harks back to an English tradition of things not being what they seem -- Hitchcock's The Lady Vanishes is one example. Out-of-work Julia Ross (Nina Foch) finds a dream job at a new employment agency in London, whose sinister representative seems very anxious to ascertain if she has living relatives or a boyfriend. After reporting to duty, she wakes up (Having Been Drugged) in a vast Manderley-like pile on the Cornish coast, supposedly as the barmy-in-the-crumpet wife of George Macready, who displays an alarming interest in knives and ice picks. His doting, enabling mum is the irresistible Dame May Whitty (this time a model of bustling efficiency on the other side of good-vs-evil than she occupied in The Lady Vanishes). The nightmare vision of this tale unfolds claustrophobically; we know what's going on but are powerless to tell poor Julia. This movie, curiously, is regularly acco"
895,"Today actresses happily gain weight, dye their hair, dress like slobs, and lose their glamor for a role, and Bette Davis was probably the actress who started the trend. Even as a pretty young woman who occasionally wore designer clothes and Constance Bennett-type makeup in films, Davis was willing to ravage herself in order to create a character on the outside as well as the inside.<br /><br />Her determination is amply demonstrated here in her breakout film, ""Of Human Bondage,"" in which she stars with Leslie Howard as Philip Carey. Davis plays Mildred, a slutty, manipulative, greedy low-life to Howard's masochistic, club-footed Philip. He first meets her when she's a waitress, and she allows him to take her out to dinner and theater while she frolics with a wealthy older man (Alan Hale Sr.). In truth, Mildred is repulsed by Philip's club foot. On his part, Philip seems to enjoy the abuse of her open flirtation and her coolness toward him. He allows Mildred to bleed him dry financially"
896,"They filmed this movie out on long Island, where I grew up. My brother and his girlfriend were extras in this movie. Apparently there is some party scene where they are all drinking beer, (which they told me was colored water, tasted disgusting, and was very hard to keep swallowing over and over again, especially in the funnel scenes). Yet none of us ever heard of the movie being released anywhere in any form. It never came out in the theaters (obviously) and it, as far as I knew, was never released on video, and I'm sure wasn't released on DVD. Yet it looks like it was seen by some people, albeit it probably very few. So there must be something. I would absolutely love to purchase this for my brother, yet there is no way I can find it anywhere. Does anybody know anything about when/where/how this movie could be purchased? And which format that would be?"
897,"don't watch this Serbian documentary and Serbian propaganda look out for this documentary and you will see facts and truth http://imdb.com/title/tt0283181/<br /><br />The Death of Yugoslavia documentary series (of five episodes) is a painstakingly compiled and researched account of the extended mass-bloodshed which marked the end of the old Federal Yugoslavia and spanned almost the entire first half of the 1990's. It includes a huge wealth of news footage and interviews with involved parties both ""Yugoslav"" and otherwise. The only real ""improvement"" which could be made to this amazing achievement would be the inclusion of later developments in the Balkans since the program was made. This was indeed done in the late 1990's for a repeat showing on BBC television, but the addition of some even more recent events would help to complete this admirably detailed and fulsome piece of work. Perhaps another whole episode might be warranted? The very succinct title of this documentary was made al"
898,"'Mojo' is a story of fifties London, a world of budding rock stars, violence and forced homosexuality. 'Mojo' uses a technique for shooting the 1950s often seen in films that stresses the physical differences to our own time but also represents dialogue in a highly exaggerated fashion (owing much to the way that speech was represented in films made in that period); I have no idea if people actually spoke like this outside of the movies, but no films made today and set in contemporary times use such stylised language. It's as if the stilted discourse of 1950s screenwriters serves a common shorthand for a past that seems, in consequence, a very distant country indeed; and therefore stresses the particular, rather than the universal, in the story. 'Mojo' features a strong performance from Ian Hart and annoying ones from Aiden Gillan and Ewan Bremner, the latter still struggling to build a post-'Trainspotting' career; but feels like a period piece, a modern film incomprehensibly structured"
