,review
1024,"The Capture Of Bigfoot is one of the silliest and worst movies of all time. I love Sasquatch and Bigfoot movies but this one is just a sheer waste of one's time.Terrible, terrible, terrible!I watched "
1025,"Bad, bad movie. When I saw the synopsis I was expecting something like Ring only with video game instead of tape. Nothing of the sorts happened. I'll admit idea is interesting and could be turned into"
1026,"If the following sounds tempting, then by all means rush down to your local Blockbuster and rent this movie post-haste:<br /><br />1. Awful 60's hairstyles, from pathetic perms to dodgy ducktails.<br "
1027,"This movie was so awful, so boring, so badly miscast -- it took a lot of work to make what should have been a sure thing into such a travesty. I love Lucille Ball, but she absolutely stunk in this mov"
1028,This film is slow. This film is cheap. This film makes Friday the 13th look like a Best Picture nominee. The acting is crap. The special effects are crap. No one dies for like 40 minutes and all the p
1029,"This was a shockingly bad movie and I literally gasped the first time seeing the Blue Screen puppets. Imagine the worst Blue Screen special effects you ever saw, make it somehow far worse, and then co"
1030,"This movie was painfully awful. Most of the movie consisted of people running in the woods, walking thru the woods, or dancing in the woods. More than half, at least. Then two kids who discover two 'h"
1031,I watched the first 10 minutes of this show I think I'm gonna barf now! One worst shows on TV. It's not even funny. It's so lame it's disgusting. I gave it a second and third change couldn't even make
1032,"What a gargantuan pile of malodorous ordure! Ye Gods where to even begin with this one..<br /><br />Well, mix crap acting (including one bloody infuriating woman who speaks as though she's either a) "
1033,"No gore, no blood, no gratifying death scenes...dumb dumb dumb dumb. Dear God sitting through this movie made me sick. Sick sick sick. Very boring...extremely boring...<br /><br />Theres not even a hu"
1034,"Eghads, what a bad movie. Tart is perhaps the very worst movie I've seen all year, and I've run across some doozies. There is nothing redeeming about this trash, from the characterization to the direc"
1035,"UGH!...this is the worst Wrestlemania hands down....no good matches.....Hulk Hogan rears his over tanned bald head yet again in the main event, the spot light hoggin scum!....not one thing note worthy"
1036,"Drab, dreary and a total waste of my time. The plot is incomprehensible (so don't think about it too much). The acting is odd and wooden - I would have sworn that they were all professional body build"
1037,"Neal N Nikki is voted on of the Worst films of the year by Planetbollywood. Its hard to believe the famous Chopra's have produced this lousy movie. It was presented as a movie for the family, but turn"
1038,"4 Oscar winners, Karl Malden, Sally Field, Shirley Jones, Michael Caine. Great character actors Telly Savalas and Peter Boyle. 1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess "
1039,"1 thing. this movie sucks BIG TIME..i was into singaporean comedy when Chiken Rice war came along. But, this time, even Gurmit Singh (well-done) acting cant pull this one of. A total failure of follow"
1040,"I never thought I would absolutly hate an Arnold Schwartzeneggar film, BUT this is is dreadful from the get go. there isnt one redeemable scene in the entire 123 long minutes. an absolute waste of tim"
1041,"I just saw this at the Castro Theatre in San Francisco and had trouble staying awake during this incredibly repetitive, unenlightening little film. It is a 75 minutes film that felt like 175 minutes a"
1042,"This movie is bad. I saw the rated and the unrated versions. They are terrible!! Now, I know it's suppose to be a low budget, porn spoof of spiderman, but Spiderbabe is just not good at being bad-good"
1043,Comparing this movie to anything by Almodovar is an insult to Almodovar. The best thing I can say about it is it tries desperately to be like an Almodovar movie and fails miserably. The script is drea
1044,"jeez, this was immensely boring. the leading man (Christian Schoyen) has got to be the worst actor i have ever seen. and another thing, if the character in the movie moved to America when he was ten o"
1045,"This is a bad film, as its central message is very muddled and the plot seems like it was the result of merging several disparate scripts. As a result, it often makes absolutely no sense at all and ce"
1046,"Please give this one a miss.<br /><br />Kristy Swanson and the rest of the cast rendered terrible performances. The show is flat, flat, flat.<br /><br />I don't know how Michael Madison could have all"
1047,"This movie is awful. If you're considering to see this movie... two words DO NOT. It's tasteless, the storyline is really lame, and the jokes are even worse. The acting is really pathetic. I can't bel"
1048,"Everything about this movie is awful.<br /><br />You can tell in the first five minutes that this movie is going to be terrible. You can't however, gauge how bad it's going to be.<br /><br />We start "
1049,"For several reasons, this movie is simply awful. Other posters have listed some of this movie's historical errors. Well, I have a layman's knowledge of Roman history and even I found the inaccuracies "
1050,You'll feel like you've experienced a vacation in Hell after you have sat down and watched this horrible TV movie. This movie is an exercise in over-acting (very bad over-acting) to situations that ma
1051,"What a boring movie. While it did have humorous parts, it was just plain boring and lengthy (for a 90 minute movie). I believe that the cause was a lack of action.<br /><br />When I rented this movie,"
1052,"This is one of the most boring films I've ever seen. The three main cast members just didn't seem to click well. Giovanni Ribisi's character was quite annoying. For some reason, he seems to like repea"
1053,"Jack Frost 2 was a horrible, terrible, sadly pathetic excuse for a sequal to a great movie. The original, was a low budget comedy horror film about a murdered who was turned into a snowman after an ac"
1054,"There is nothing at all redeeming about this film. It is very bad and not in such a way that it is even remotely funny. Horrible plot, acting, and writing and incredibly cheap production values to boo"
1055,"""The Love Letter"" is one of those movies that could have been really clever, but they wasted it. Focusing on a letter wreaking havoc in a small town, the movie has an all-star cast with nothing to do."
1056,"This movie has got to be about one of the worst i have ever seen. The humor was crude, hardly funny and been heard a million times before. The start was noting special and it got worse and worse as it"
1057,"I have watched this movie on and off since it started playing about 1 hour ago, and i have to say, thats an hour of my life i wasted and will not be getting back, The acting is crap and the scripts ne"
1058,"I couldn't spoil this piece of crap if I wanted to. After watching Dark Harvest 1 I thought ""this has got to be the worse movie ever made"" then I watched Dark Harvest 2 and that made 1 seem a little b"
1059,Odious Chuck Norris decided to put one final nail in the coffin<br /><br />containing his film career before going to the safe world of CBS<br /><br />Saturday night carnage with this hysterically bad
1060,"This movie should go down in the annals of fiefdom as one of the worst of all time. I will stop short of saying it's the worst movie ever, only because I have yet to see every movie ever made. I canno"
1061,"This movie was so predictable and poorly acted. I really can't recommend it to anyone, not even for unintentional laughs. It is just plain bad. It is pure TV movie hell, the cast doesn't seem all that"
1062,"This is possibly the worst film I have ever seen. What a weak waste of Michael Imperioli's obvious talent. Disgusting film from start to finish. All I can say is, this director is no 'auteur'. You nev"
1063,"I went into this film expecting/hoping for a sleazy drive-in style slice of seventies exploitation, but what I got was more of a bizarre pseudo western with far too much talking and not enough action."
1064,"Wesley Snipes latest straight to video film is a convoluted mess, horribly reminiscent of Steven Seagal's latest works. The script is horribly written and makes no account for the low budget it is and"
1065,This has got to be the worst movie I have ever seen. The part where they loose there daughter? with the poltergeist overtone rip off? just pushes it over the edge with stupidity. I watched it on showt
1066,They said it would be a film greater than Turks Fruit. How dare<br /><br />they? It's not even 10% of this classic. Bad acting. The only character i felt sympathy for was the one<br /><br />played by 
1067,"Looking for a movie for your Turkey Film Festival? THE ROLLER BLADE SEVEN is on my list of the ten worst films of all-time. The plot, the story of a post-Apocalyptic roller blading samurai warrior, is"
1068,"This is truly abysmal. I just got a copy of ""Disco Beaver From Outer Space"" after hearing good things about it, and I have to say, this was just so incredibly unfunny and bad, it will leave you numb a"
1069,"Truly, truly awful. I don't even know where to begin. This is a perfect example of a movie that doesn't know what to do with itself. I'm not sure I could even assign a category myself, except that I'm"
1070,"First of all. I do not look down on Americans. I know lots of people that are intelligent people from the USA. But this Movie is so utterly bad, that i just had to comment on it.<br /><br />First of a"
1071,"Oh dear, oh dear, oh dear. My lifetime was drastically wasted by this pile of stink. I would rather chew off my arm than watch this film again. Painful story line, painful characters and a painful two"
1072,"What a waste of precious time! My 5-year-old daughter brought this home from my mother's house, and we watched it as a family. None of us liked it. This wretched little film, rife with glaring inconsi"
1073,"I have decided to flush this show from my memory down the toilet of bad TV show into the obscurity of forgetful, disappointing, pointless, garbage TV show hell.<br /><br />The Skyler guy who is the ho"
1074,"Sadly, this movie did have potential with such a willing cast, but everything was so poorly thought out and poorly executed. I don't think I've ever seen any film where every scene just falls flat wit"
1075,"Being a big fan of horror films and always manage to find something good about a picture, but this film just did not hold my interest or attention. This story revolves around a father and his daughter"
1076,"Two things are changed from then.First of all i am not a kid anymore,and second most of new Seagal movies are just terrible.This is on my opinion the worst movie ever made with Derailed starred by Jea"
1077,Just seen Which Way to the Front? on TCM (UK) it is a truly awful film. If I'd paid at the pictures I'd have walked out.<br /><br />A terrible mess of a film. Byers (Lewis) and his mates prance around
1078,"Worst Movie I Have Ever Seen! 90 Minutes of excruciating film-making. All the ingredients to make this movie a true work of CRAP. Bad acting, bad directing, bad storytelling, bad makeup, bad dialogue,"
1079,"Well, I have been to a British University, in fact I went to the one in this very film, and it was nothing like that. This is a horrible, badly made and acted film. Worst thing is, it could have been "
1080,"You know the movie could have been a lot better when the animal - in this case, a little dog - is the best actor on the screen! The acting in this film is so bad, so amateurish, by dog got embarrassed"
1081,"What a ridiculous waste of time and money!!!! This movie was the biggest loser of the year. All the hype was a warning. I am disappointed for Julia Roberts, by far she is the most talented cast member"
1082,this movie was incredibly stupid with meaning what so ever. i fell bad for all the actors and actresses that ruined there career to be in this stupid movie. the entire movie was based on how unrealist
1083,I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have e
1084,I had to watch this movie with my 5-year-old. He didn't laugh once during the entire movie...and he loves dogs and will laugh at nearly anything! This movie was horrible from all aspects: poor script 
1085,"This film is little more than an ersatz Verhoeven. The filming is supposed to be tele-realistic, but is simply sickening. The parody disappears after about 15 minutes to be replaced by a story which s"
1086,"The actresses are cute and the sets, while simple, quite OK. Apart from this, there is nothing to save from this movie. Incredibly bad acted, dumb to tears dialogues, all-too-expected plot, a lot of g"
1087,"Or at least forceable retirement! This movie is awful, horrible, terrible, rank, rotten, putrid... well, you get the idea. Do NOT under any circumstances watch this piece of decaying garbage unless yo"
1088,"The movie ""The Cave"" has got to be one of the worst movies I have ever seen. There was no plot, no story-line, and the lighting was terrible. For most of the movie, I was unable to make sense of the s"
1089,"I was sick one day and was skimming channels and I came upon this terribly rank movie. The plot and even the subplots (if you can find one) have been done to extinction. BUT, as bad as the story was, "
1090,"This movie has some of the worst acting I've ever seen. Dennis Quaid's performance was high school caliber. While it's difficult to portray an off-the-wall character like Jerry Lee Lewis, it can be do"
1091,"This is by far the worst film i have ever seen it has next to no plot and the plot it does have is very scattered. The story line is lacking in both content, suspense and subtitles, as what would appe"
1092,"If you are a Pauly Shore fan, you will laugh your butt off. If not, this is a silly mess wasting some very good talent. A cute coed(Carla Gugino)from South Dakota invites her California college dorm c"
1093,"This movie was so bad and so cheap and so corny, I found this movie to be one of the most boring slow paced early 80's movies that I have ever seen. I like most 80's cheap horror movies but I would ne"
1094,"Sorry, but Jacqueline Hyde (get it??? - Jack L and Hyde - Jekyll & Hyde) has some of the worst acting this side of hardcore porn, not to mention a script apparently written by a first-grader with undi"
1095,Keep away from this one. The worst thing is the appalling story. There seems to be an intent to convey some subtle spiritual/love/friendship message but it is so pathetically devoid of any substance y
1096,"THE EXPERT, starring Jeff Speakman, is the definition of DULL!!!<br /><br />Dull, characters, dull situations, dull direction, dull actors, dull cinematography, dull music.<br /><br />I don't really u"
1097,"This movie was offensively PC, predictable and clichéd. I couldn't imagine a movie that better exemplifies the myopic, narcissistic preachiness of today's Hollywood. If you haven't seen this don't bot"
1098,The daytime TV of films. Seldom have I felt so little attachment to characters. Seldom have I been made to cringe by such dire dialogue. Nauseous London thirty-somethings mincing round lurid BBC sets 
1099,"While I'm normally a big fan of John Turturro's work as an actor and director, ILLUMINATA is a great disappointment. Although the film has some charming moments, overall it falls flat. Worst of all, t"
1100,The daytime TV of films. Seldom have I felt so little attachment to characters. Seldom have I been made to cringe by such dire dialogue. Nauseous London thirty-somethings mincing round lurid BBC sets 
1101,"Mind-numbingly boring, utterly predictable and in the end simply laughable. That pretty much sums up the disaster that is Indecent Proposal. Starting with a decent premise the whole thing just unravel"
1102,"I also made the mistake of thinking that I was going to see the 2003 Swimming Upstream with Geoffry Rush. This was worse then a lot of student films that I have seen. The script was forced, the acting"
1103,"I usually like these dumb/no brain activity movies, but this was just too stupid. There were way too many clichés and the plot didn't really make much sense. There were a lot of loose ends and the end"
1104,"This was a pathetic movie. The Alien was decent, but the movie itself gave a new meaning to pitiful. The plot is something that's been done over and over again! However, this one does it the worst! Th"
1105,"The sound is terrible, the picture is worse than worse, the acting is awful, the female leading actress is chubby, and the story is... wait a minute... There is no story...! The plot is really bad and"
1106,"This movie is by far one of the worst B-movies I have ever seen. There are no plot twists at all. Though the acting is decent, the storyline is terrible. There are also many mistakes in the movie, and"
1107,"I cannot believe I let myself rent that piece of garbage! The acting was so poor, my Grandmother could have done better. The punches thrown in the movies were nowhere near the character the Scarecrow "
1108,"This was a pretty dull movie, actually. I think the problem with a French horror film, is that the French must be easy to scare or something, because this movie wasn't just that frightening. The speci"
1109,Horrible movie. This movie beat out revenge of the living zombies for the WORST movie I have ever suffered through. What the !@$% were the morons who made this film thinking. Was it supposed to be sca
1110,This film was total rubbish. I was sitting watching this absolutely furious that this was funded. They most definitely spent all their budget on the special FX rather than the script writer and direct
1111,"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many of the events depicted just didn't happen that way and too much was left out or skipped over. Read "
1112,"I'm just filling this comment out, because I couldn't stand the fact that a positive comment was featured on the ""complete information"" page. I really think this to be the worst movie ever made in my "
1113,This has to be one of the worst movies I've ever seen in my life. I can't believe people actually a) write scripts like this b) have a budget to make a film c) actually expect it to be successful. Wor
1114,"I saw it on video. Predictable, horrid acting, film flubs. What more can be said, this movie sucks. The actors are annoying to say the least. This was suppose to be a comedy, but there was only one fu"
1115,"Awful, awful, awful times a hundred still doesn't begin to describe how crappy ""Biggest Loser"" is. Picture this: take two fat couples with nothing interesting to say, humiliate them, and let them work"
1116,"This was perhaps the worst movie I've seen in a long, long time. Forget that it's clear no research was done regarding Detroit (forest in downtown Detroit! Bwahaha!!). The writing was horrible, the pr"
1117,Terrible direction from an awful script. Even the DVD looked muddy and out of focus. Laughable accents all over the map. Unlike most of the other commenters I had no idea this was about boys in love i
1118,Why bother to see this movie? It probably rates an award for being the worst career move of a major movie star since Clark Gable's laughable playing of an Irish patriot in Parnell.<br /><br />It's inc
1119,"What a production, what a waste of screen-time and money. Here is what some european so called producer think, of a scifi movie. Take former model, Alexandra Kamp, pair a with an US c-class actor and "
1120,"This movie was a poor movie. The plot was poor and the comedy they ""tried"" to deliver came out poorly. The accidents seem contrived and predictable. I thought the actors tried to some extent but with "
1121,"I'll say it again... one of the worst films ever made and it was made by the director that made one of my most, favorite films - ""Excalibur"". I was floored to see it got a grade of over six. This movi"
1122,"This film is terribly bad. Kevin Spacey is a really great actor, he shines in LA Confidential, American Beauty, Usual Suspects, 7 etc.. But this is truly rubbish, he came nowhere near a decent Irish a"
1123,"Just awful. It's almost unbelievable that, with characters and situations provided by Dashiell Hammett, such a plodding, passionless mishmash could result. But that's television for you -- filler betw"
1124,"The Untold... Is one of the worst films I ever saw. The story really seems original, but it was badly bestow on screen. Lance Henriksen, a good actor, ended up in this crap. But, hey he made a lot of "
1125,"I recently had to watch this for a project in a Sociology class and thought it was absolutely the worst movie I have ever had to sit through. It was like bad a bad cinemax movie with all the ""good bit"
1126,"The whole exercise is pointless. Why make the film at all? The lighting is ghastly, but the sound is just a joke. Like a high-school production. Whoever put the budget together for this film should be"
1127,"If I'm to like a movie, I need to care about the lead characters and what happens to them. In this waste-pod of a film, I found myself hoping that they would all die in the end. None of the characters"
1128,"I HATE MOVIES THAT END LIKE THIS!!!!<br /><br />This 16mm disaster is full of clichés, stereotypical characters, a generic, over done ""plot"" and terrible dialog.<br /><br />In this ""Movie"" we have the"
1129,This movie was on the pay channels today and I had nothing to do so I had it on. This has to be the worst football movie ever made. This has to be one of the worst movies period. The premium service o
1130,"This film truly was poor. I went to the theatre expecting something exciting, and instead was afforded the opportunity to hone my ""guess the next plot twist before it happens"" skills. Seriously, the p"
1131,"This is one of the most predictable movies I have ever seen. And this supposed to be funny..... Boring, boring, boring. Find the fast forward button at your remote and use it... I can`t say I laughed "
1132,"I just cant see what everyone sees in this movie. The acting is just awful, the choice of music is, mildly putting it, peculiar, there arent enough fighting scenes, the plot is non-existent and whatev"
1133,For Native Mongolian speakers the film lacked emotion and emphasis. Used too many non Native speakers especially Jamukha. Too many diversions from the actual history. Terrible terrible subtitle!!! I w
1134,"A montage prologue, quite obviously manufactured by the blessed maniacs who actually chose to distribute this thing, tries to convince us that the comic impact of this staggeringly incompetent bit of "
1135,"Any one who writes that this is any good there kid may have worked on it or put money in to this god-awful college experiment. It was lousy, slow, and painful to watch. Running time of only about 84 m"
1136,"To call this film a complete waste of celluloid would be an understatement.<br /><br />The acting was unconvincing to say the least, especially from actor Craig Fong, who couldn't have acted stiffer. "
1137,"I understand that the budget was low on this film, but come on this is really terrible film-making. The script is just plain awful and that was the free part. The effects aren't bad, but this film pla"
1138,"I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it"
1139,A tedious gangster film that leaves you wishing someone had edited it farce more ruthlessly. I would have thought that the story of the creation of Las Vegas would prove interesting but it fails at al
1140,This film without doubt is one of the worst I have seen. It was so boring that I simply could not wait for it to end. I talked my girlfriend into watching it after this site had good reviews and after
1141,"A Lassie movie which should have been ""put to sleep"".... FOREVER. That's how I'd describe this painfully dreary time-waster of a film. So mediocre in every aspect that it just becomes a dull, unintere"
1142,This piece of garbage belongs in the basement of some moldy old mansion where it will never see the light of day again. The only thing scary about this junk was the price of admission. I was only amus
1143,What a clunker!<br /><br />It MUST have been made for TV or Cable.<br /><br />Look: forget the screenplay - forget the bunch of forgettable actors. Excuse me? Continuity? The NSA/NIA/whatever or whoev
1144,"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made "
1145,You just cant touch NRFPTP! The new crop is just awful. The jokes are not funny. Some of the troupe make me want to stop watching TV all together. Lorne - you have let your creation go down the toilet
1146,"""The polar Express "" was an awful movie .What makes this movie worst is the hypocrisy to present itself as a innocent ,sugary and harmless tale for children about the ""true "" meaning of Christmas . I "
1147,"This is perhaps the worst movie I have ever seen, and I have seen well over 300 movies in my lifetime. The acting atrocious, the only bright spot seems to be judging the anatomical prowess of the fema"
1148,i can't even describe it. it's the worst movie i've ever seen (i'm being a nice guy when i call it movie).Just another big-budget-made-to-someone-who-doesn't-like-to-think-much.It's not even scary. It
1149,"Forget the fact that most people expect an action movie form Seagal. This movie simply had no substance. Very long, drawn out, and boring. Scenes were much longer than they had to be - the camera woul"
1150,"To me, this movie was just plain confusing, slow, and uninteresting. Why did the aliens choose to communicate through ants? It makes no sense. The ending was muddled and made no sense whatsoever. In t"
1151,"Like a lot of people, I loved the original; ""American Graffiti"" was one of the great movies of the 70s. The sequel, ""More American Graffiti"" is a horrible, depressing mess of a movie. It wasn't funny,"
1152,I have to preface this by saying that I LOVE watching bad movies that are entertaining. This movie delivers 100%. It is hands down the worst movie I have ever seen. It is full of crappy stock footage 
1153,"I couldn't even sit through the whole thing! This movie was a piece of crap! I had more fun watching ""Dont' Tell Mom The Babysitter's Dead""! It was just too painful to watch. Say, besides ""Austin Powe"
1154,"There's no use trying to describe in detail the convoluted, overly melodramatic plot involving Civil War bitterness, a crooked town boss, and other complications. It's all bad.<br /><br />Stella Steve"
1155,"This feels very stilted and patronizing to a great extent. The whole plot is extremely forced - especially the ""gallant"" effort to save the college from ruin, and the moralistic overtone (especially b"
1156,"Rating: *1/2 out of ****<br /><br />""The Net"" is one of those films that won't remain in your mind till the next one hour. Well... Just if you keep thinking how bad it is. It's a mediocre, miserable, "
1157,"One of the most boring,pointless movies I have ever seen. The title character is self-centered, self-absorbed and wholly distasteful. The secondary plot line is incomprehensible and its relation to th"
1158,"Second Nature will not go down as one of the worst tv movies of 2003, but perhaps the worst of All Time. Formulaic, derivative, and every performance phoned in, from far, far away. Everyone associated"
1159,"Poorly acted, poorly written and poorly directed. Special effects are cheap. Best performance is by Yvette Napir, but that's not saying much. Story is a confusing mess about corporate greed leading to"
1160,"This is an irredeemably stupid, boring, unimaginative, lazily put together piece of garbage. When watching a direct to video slasher pick, it is only fair to expect the film to be trashy on some level"
1161,"Coach Preachy or Straight Sappy. It's bad writing combined w/even worse acting. You can choose to drink the Gatorade of this after school special, but I didn't, not even on it's 20th Toby Robbins/Isla"
1162,Phoned work sick - watched this in bed and it was so awful I would have went back to work if I could have gotten out of bed. The dog ran off with the remote so I was stuck.<br /><br />I'm positive Ham
1163,"I really hated this movie and it's the first movie written by Stephen King that I didn't finish. I was truly disappointed, it was the worst crap I've ever seen. What were you thinking making three hou"
1164,Thomas Edison May Have Done Lots Of Great Inventions But WTF Is This!!!! I Am Sorry But This Movie Is Simply Awful. The Plot Is That This Elephant Walks To A Certain Point & Gets Electrocuted. Okay Th
1165,"A confusing, senseless script with plot holes the size of the Eiffell Tower. Terrible acting by all involved - no exception! Laughable and cheesy dialogue. Lame attempts at humor and romance. Extremel"
1166,It's difficult to decide whether this movie suffers from crap dialogue or if it's just made to appear so by crap actors. In any case it suffers from storywriting which is mediocre at best.<br /><br />
1167,I'm sorry to say this but I didn't enjoy this movie at all. It was just too boring. So boring that I couldn't watch the rest of it. It's not as interesting as the Lion King or Aladdin. That's why I ha
1168,"A boring movie about a miserable loser...that's Factotum in a nutshell. Matt Dillon plays Henry Chinaski, alter ego of author Charles Bukowski upon whose novel the film is based. As we meet Chinaski h"
1169,"This is a truly awful film. Lou Diamond Phillips simply calls this one in. The use of miniature models of the train are laughable. The plot seems to develop on the run (there is an alien on board; oh,"
1170,"""Beowulf"" is like a very bad game : no characters, no story, no real dialogues, bad fights ... It's probably the worst movie in the history of cinema. It's deadly boring, a lost of time. I'm really so"
1171,What an utter disappointment. Forget this abysmal film and get hold of the TV series instead. What on earth were they doing making the American president relatively sane? ALL the politicians should ha
1172,"Oh boy, oh boy. This movie is something for the lovers of ""real"" cineatique art. It really does not make ANY sense at all. It is totally boring, especially because of the ""anti-climaxes"". All people b"
1173,"I'll not comment a lot, what's to??? Stereotype characters, absolute ignorance about Colombia's reality, awful mise en scene, poor color choice, NOT funny (it supposed to be a comedy and they expect t"
1174,This is a pretty lousy picture.It offers nothing unique or original or even interesting.<br /><br />A medical student discovers that a secret society at her university is engaged in macabre medical ex
1175,"Where do I begin? The story was so bad, it must have been written in a high school film club! The acting was so wooden I felt sorry for the actors! One actor even reminded me of what a deer must look "
1176,As much as I respect firefighters for what they do. I was unimpressed and bored with this film. The acting was OK but Joaquin Phoenix was a poor casting choice to say the least.<br /><br />What bother
1177,"weak direction, weak plot, unimpressive music, i wonder why Udita Goswami is there in the movie world in the first place ? she tried to reveal a lot of her talent (mostly skin) but failed to impress.<"
1178,"First off, this is the worst movie I've ever seen. That may make you want to see it, but it is not bad in a good way. It's boring, implausible, poorly shot, ridiculously scripted, and lacking in cool "
1179,this movie is the worst EVER!!! sorry but this was a total waste of good hours. quasi-psychology and b-actors makes a baaaad horror movie. you can say that if you are into bad movies you will adore th
1180,It's boring.<br /><br />It's slow.<br /><br />Where are the nasty and brutal murders? Where is the tension that is supposed to scare us? This is like watching Sesame Street without the funny character
1181,"This movie was Flippin Awful....I wanted those hours of my life back. For god's sake, -stay far away from this awful crumb ball movie at all costs. Its not worth mentioning the title, but the ratings "
1182,"This is quite possibly the worst film I have ever seen. I would think you could get that from the title. Also, there is a particular love scene that could be the strangest in the history of film. I ca"
1183,"What a sucky movie. This is without a doubt a low-class B movie. The German elite StormTroopers assault Russian bunkers en masse like an old WW1 battle. The acting is mediocre, the plot thin and threa"
1184,"This piece of crap doesn't worth a critical review so I'll write some information for those who don't know the background of this movie. First off all it is not the first Saudi movie, they used this w"
1185,"This show is just another bad comedy which will probably be cancelled after two seasons. It's not just that the jokes are sexist/racist/homophobic, they're also not funny and clichéd. In the first epi"
1186,"I rented this movie under the impression that it was ""Scarecrow 3:Dark Harvest"", thinking it was a continuation in the Scarecrow Slayer series (another extremely laughable and all together awful serie"
1187,Silly and violent thriller that is a rip - off of 'Deliverance' but without any charm and intelligence. The plot is ridiculous and the cast seems to be tired and anxious to be free of this obnoxious e
1188,"Stars: Hayden Pantierre.<br /><br />There have been so many movies that have this exact same plot, and this one is just a poor rehashing of it. Populer white girl moves to ethnic school, doesn't fit i"
1189,"...this one just isn't worth the cost of a movie ticket. What these filmmakers have done cannot properly be called filmmaking; rather, they just chose sixteen students of some diversity (though not qu"
1190,"I was fortunate enough to catch a midnight screening of this movie tonight. I must say, I was expecting a horribly cheap movie with bad acting and a mediocre plot. I was completely mistaken. This movi"
1191,"Garden State was a mediocre film at best. The film seems more like a compilation of thoughts that the writer (Zach Braff) had, rather than a cohesive story. The disjointed plot may have been more enga"
1192,"After the failure of ""Hellraiser III: Hell On Earth,"" the chapter that served as a kind of 'death blow' to the franchise, another embarrassing cheapo cash-in did not come as a surprise. An abysmal att"
1193,"I'm sorry guys, all who thought this film could be something great, I'm afraid you would be disappointed.<br /><br />The standard, the movie wanted to set is completely ruined by some very simple plot"
1194,"""Revenge of the Zombies"" is a pretty weak and barely passable zombie effort.<br /><br />**SPOILERS**<br /><br />Traveling in the Bayou, Larry Adams, (Robert Lowery) and Scott Warrington, (Mauritz Hugo"
1195,"This movie was pointless. I can't even call it sci-fi, since that requires more from a movie than merely taking place in space. ""Max Q"" isn't even set in space for the entire movie. The story/plot is "
1196,"I agree with all the comments posted so far: This movie was a waste of time and energy, for viewers as well as those who made it. Terrible CGI, awful script, stupid plot and hey, the setting is Alabam"
1197,"""Embarassing"" is the only word to describe this laughingly awful production. From the blatant disregard of the source material (sure to infuriate anyone remotely familiar with mythology) to the predic"
1198,"This movie was a complete disaster for me. There is one thing that movies must have in order to be watchable, and that is *some* psychological credibility of characters... unfortunately, here, this is"
1199,It's hard to believe that a movie this bad could actually be released. The dialog was unnatural. Especially poor was the portrayal of the relationship between the boy and his future step-father. I gue
1200,"I stopped watching this film half way through. It was just terrible! Boring, contrived subplots. A complete lack of the pathos seen in Norman Bates, Buffalo Bill, or Steve Railsback's portrayal of Ed "
1201,"This film is without a doubt the worst action film I have ever seen. I am sorry, but it is just pathetic. In fact, the best part of the movie (this movie is supposed to be a serious one) is when a chi"
1202,"By mistake, I ordered a series from the BBC, their new version of Robin Hood. Very disappointing in comparison with RoS. Terrible costuming and backgrounds. While I enjoyed the Sheriff, who took cues "
1203,Worst movie ever seen. Worst acting too. I cannot imagine a movie worse then this. Nothing to see. No acting at all.T hey (actors) should look for another job. I cant't understand who was stupid enoug
1204,"If it were possible, I would have given this sorry excuse for a movie a ZERO star. It was by far the worse I have ever seen. It was as if it were a home movie that some bored highschoolers decided to "
1205,I can't believe that Isaiah Washington and Ice-T were in this mess! The plot (and I use that term very loosely) centers around an army of rats that terrorize an urban apartment complex--at least I thi
1206,This is the worst movie I have ever seen. A movie that is about a stupid looking monster from the ocean that threatens a small town which has to be filled with the dumbest people on earth.<br /><br />
1207,"This movie was sooo bad. It wasn't even funny at all. Not even the sarcastic scenes were funny. Oh man, bad, so bad. Thumbs down. Spoofed, Karate Kid, Teen Wolf, Footloose, Dirty Dancing, Some Kind of"
1208,"Where the hell did VH1 find the scriptwriter for this movie??? Out of high school? This movie tries so hard to be sympathetic to Michael Jackson, but instead, turns him into a horrible, tacky caricatu"
1209,"I can't believe I watched this whole movie. Another ""Ishtar"" in that I kept waiting for it to get better, which never happened. The sound is terrible, going from too low to hear the conversations, to "
1210,This movie really sucks.<br /><br />Just try to stay awake for 5 minutes while watching this baloney about a nice girl (Joan Woodbury) who gets involved with the 'underworld' because she needs money (
1211,"First of all, this movie is so confused that it is almost impossible to summarize it, since I myself did not understand this horrible story. Further, the unknown cast, leaded by an actress called Laur"
1212,"On the positive, I'll say it's pretty enough to be watchable. On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen. Long, whiny and pointless."
1213,"Plot: None. Script: A string of cliches. Acting: Not in evidence. Special effects: Title sequence kind of cool, but otherwise exceptionally poor. Fright factor: Crossing the road is scarier. Cult fact"
